ThetaIncident,SineRatio,Power1,Power2,sum(log(1 + 10^8 SSNR))
72.0,0.8,0.5,1.0,85992
72.0,0.8,0.5,2.0,77160
72.0,0.8,1.0,0.5,87461
72.0,0.8,1.0,1.0,93229
72.0,0.8,1.0,2.0,85992
72.0,0.8,2.0,0.5,79048
72.0,0.8,2.0,1.0,87461
72.0,0.8,2.0,2.0,93229
72.0,0.9,0.5,0.5,94180
72.0,0.9,0.5,1.0,87175
72.0,0.9,0.5,2.0,78384
72.0,0.9,1.0,0.5,87581
72.0,0.9,1.0,1.0,94180
72.0,0.9,1.0,2.0,87175
72.0,0.9,2.0,0.5,78878
72.0,0.9,2.0,1.0,87581
72.0,0.9,2.0,2.0,94180
72.0,1.0,0.5,0.5,73457
72.0,1.0,0.5,1.0,73457
72.0,1.0,0.5,2.0,73457
72.0,1.0,1.0,0.5,73457
72.0,1.0,1.0,1.0,73457
72.0,1.0,1.0,2.0,73457
72.0,1.0,2.0,0.5,73457
72.0,1.0,2.0,1.0,73457
72.0,1.0,2.0,2.0,73457
81.0,0.1,0.5,0.5,90957
81.0,0.1,0.5,1.0,74994
81.0,0.1,0.5,2.0,60177
81.0,0.1,1.0,0.5,89737
81.0,0.1,1.0,1.0,90957
81.0,0.1,1.0,2.0,74994
81.0,0.1,2.0,0.5,80424
81.0,0.1,2.0,1.0,89737
81.0,0.1,2.0,2.0,90957
81.0,0.2,0.5,0.5,92848
81.0,0.2,0.5,1.0,77804
81.0,0.2,0.5,2.0,63155
81.0,0.2,1.0,0.5,90441
81.0,0.2,1.0,1.0,92848
81.0,0.2,1.0,2.0,77804
81.0,0.2,2.0,0.5,80585
81.0,0.2,2.0,1.0,90441
81.0,0.2,2.0,2.0,92848
81.0,0.30000000000000004,0.5,0.5,94339
81.0,0.30000000000000004,0.5,1.0,80309
81.0,0.30000000000000004,0.5,2.0,66053
81.0,0.30000000000000004,1.0,0.5,90907
81.0,0.30000000000000004,1.0,1.0,94339
81.0,0.30000000000000004,1.0,2.0,80309
81.0,0.30000000000000004,2.0,0.5,80668
81.0,0.30000000000000004,2.0,1.0,90907
81.0,0.30000000000000004,2.0,2.0,94339
81.0,0.4,0.5,0.5,95389
81.0,0.4,0.5,1.0,82571
81.0,0.4,0.5,2.0,68996
81.0,0.4,1.0,0.5,91057
81.0,0.4,1.0,1.0,95389
81.0,0.4,1.0,2.0,82571
81.0,0.4,2.0,0.5,80634
81.0,0.4,2.0,1.0,91057
81.0,0.4,2.0,2.0,95389
81.0,0.5,0.5,0.5,96070
81.0,0.5,0.5,1.0,84674
81.0,0.5,0.5,2.0,71976
81.0,0.5,1.0,0.5,90928
81.0,0.5,1.0,1.0,96070
81.0,0.5,1.0,2.0,84674
81.0,0.5,2.0,0.5,80511
81.0,0.5,2.0,1.0,90928
81.0,0.5,2.0,2.0,96070
81.0,0.6,0.5,0.5,96022
81.0,0.6,0.5,1.0,86160
81.0,0.6,0.5,2.0,74606
81.0,0.6,1.0,0.5,90397
81.0,0.6,1.0,1.0,96022
81.0,0.6,1.0,2.0,86160
81.0,0.6,2.0,0.5,80274
81.0,0.6,2.0,1.0,90397
81.0,0.6,2.0,2.0,96022
81.0,0.7000000000000001,0.5,0.5,95227
81.0,0.7000000000000001,0.5,1.0,86989
81.0,0.7000000000000001,0.5,2.0,76756
81.0,0.7000000000000001,1.0,0.5,89344
81.0,0.7000000000000001,1.0,1.0,95227
81.0,0.7000000000000001,1.0,2.0,86989
81.0,0.7000000000000001,2.0,0.5,79823
81.0,0.7000000000000001,2.0,1.0,89344
81.0,0.7000000000000001,2.0,2.0,95227
81.0,0.8,0.5,0.5,94035
81.0,0.8,0.5,1.0,87129
81.0,0.8,0.5,2.0,78124
81.0,0.8,1.0,0.5,88051
81.0,0.8,1.0,1.0,94035
81.0,0.8,1.0,2.0,87129
81.0,0.8,2.0,0.5,79250
81.0,0.8,2.0,1.0,88051
81.0,0.8,2.0,2.0,94035
81.0,0.9,0.5,0.5,93595
81.0,0.9,0.5,1.0,87181
81.0,0.9,0.5,2.0,78747
81.0,0.9,1.0,0.5,87248
81.0,0.9,1.0,1.0,93595
81.0,0.9,1.0,2.0,87181
81.0,0.9,2.0,0.5,78755
81.0,0.9,2.0,1.0,87248
81.0,0.9,2.0,2.0,93595
81.0,1.0,0.5,0.5,73183
81.0,1.0,0.5,1.0,73183
81.0,1.0,0.5,2.0,73183
81.0,1.0,1.0,0.5,73183
81.0,1.0,1.0,1.0,73183
81.0,1.0,1.0,2.0,73183
81.0,1.0,2.0,0.5,73183
81.0,1.0,2.0,1.0,73183
81.0,1.0,2.0,2.0,73183
90.0,0.1,0.5,0.5,88254
90.0,0.1,0.5,1.0,73322
90.0,0.1,0.5,2.0,59644
90.0,0.1,1.0,0.5,87926
90.0,0.1,1.0,1.0,88254
90.0,0.1,1.0,2.0,73322
90.0,0.1,2.0,0.5,79753
90.0,0.1,2.0,1.0,87926
90.0,0.1,2.0,2.0,88254
90.0,0.2,0.5,0.5,90486
90.0,0.2,0.5,1.0,76407
90.0,0.2,0.5,2.0,62762
90.0,0.2,1.0,0.5,88849
90.0,0.2,1.0,1.0,90486
90.0,0.2,1.0,2.0,76407
90.0,0.2,2.0,0.5,79993
90.0,0.2,2.0,1.0,88849
90.0,0.2,2.0,2.0,90486
90.0,0.30000000000000004,0.5,0.5,92529
90.0,0.30000000000000004,0.5,1.0,79293
90.0,0.30000000000000004,0.5,2.0,65811
90.0,0.30000000000000004,1.0,0.5,89688
90.0,0.30000000000000004,1.0,1.0,92529
90.0,0.30000000000000004,1.0,2.0,79293
90.0,0.30000000000000004,2.0,0.5,80211
90.0,0.30000000000000004,2.0,1.0,89688
90.0,0.30000000000000004,2.0,2.0,92529
90.0,0.4,0.5,0.5,94456
90.0,0.4,0.5,1.0,82203
90.0,0.4,0.5,2.0,69055
90.0,0.4,1.0,0.5,90423
90.0,0.4,1.0,1.0,94456
90.0,0.4,1.0,2.0,82203
90.0,0.4,2.0,0.5,80399
90.0,0.4,2.0,1.0,90423
90.0,0.4,2.0,2.0,94456
90.0,0.5,0.5,0.5,96220
90.0,0.5,0.5,1.0,85065
90.0,0.5,0.5,2.0,72341
90.0,0.5,1.0,0.5,91034
90.0,0.5,1.0,1.0,96220
90.0,0.5,1.0,2.0,85065
90.0,0.5,2.0,0.5,80559
90.0,0.5,2.0,1.0,91034
90.0,0.5,2.0,2.0,96220
90.0,0.6,0.5,0.5,97306
90.0,0.6,0.5,1.0,87358
90.0,0.6,0.5,2.0,75323
90.0,0.6,1.0,0.5,91268
90.0,0.6,1.0,1.0,97306
90.0,0.6,1.0,2.0,87358
90.0,0.6,2.0,0.5,80611
90.0,0.6,2.0,1.0,91268
90.0,0.6,2.0,2.0,97306
90.0,0.7000000000000001,0.5,0.5,97248
90.0,0.7000000000000001,0.5,1.0,88670
90.0,0.7000000000000001,0.5,2.0,77628
90.0,0.7000000000000001,1.0,0.5,90756
90.0,0.7000000000000001,1.0,1.0,97248
90.0,0.7000000000000001,1.0,2.0,88670
90.0,0.7000000000000001,2.0,0.5,80372
90.0,0.7000000000000001,2.0,1.0,90756
90.0,0.7000000000000001,2.0,2.0,97248
90.0,0.8,0.5,0.5,95864
90.0,0.8,0.5,1.0,88742
90.0,0.8,0.5,2.0,79010
90.0,0.8,1.0,0.5,89444
90.0,0.8,1.0,1.0,95864
90.0,0.8,1.0,2.0,88742
90.0,0.8,2.0,0.5,79854
90.0,0.8,2.0,1.0,89444
90.0,0.8,2.0,2.0,95864
90.0,0.9,0.5,0.5,93611
90.0,0.9,0.5,1.0,87595
90.0,0.9,0.5,2.0,79185
90.0,0.9,1.0,0.5,87532
90.0,0.9,1.0,1.0,93611
90.0,0.9,1.0,2.0,87595
90.0,0.9,2.0,0.5,79015
90.0,0.9,2.0,1.0,87532
90.0,0.9,2.0,2.0,93611
90.0,1.0,0.5,0.5,73125
90.0,1.0,0.5,1.0,73125
90.0,1.0,0.5,2.0,73125
90.0,1.0,1.0,0.5,73125
90.0,1.0,1.0,1.0,73125
90.0,1.0,1.0,2.0,73125
90.0,1.0,2.0,0.5,73125
90.0,1.0,2.0,1.0,73125
90.0,1.0,2.0,2.0,73125
