Configuration,Lateral factor,Axial factor,Volume,Entropy
Conventional,3.2000000000000006,1.6000000000000005,306.41639902065486,900.9928723553865
Conventional,3.2000000000000006,1.8000000000000003,310.3747902705873,901.0221934901838
Conventional,3.2000000000000006,2.0000000000000004,312.1260982817665,900.5557063238456
Conventional,3.2000000000000006,2.2000000000000006,313.5183810860636,898.631264315716
Conventional,3.2000000000000006,2.400000000000001,312.3661524854457,896.1417731570745
Conventional,3.2000000000000006,2.6000000000000005,310.1018624477826,893.7980186595429
Conventional,3.2000000000000006,2.8000000000000007,306.56880947214086,891.6064547225344
Conventional,3.2000000000000006,3.000000000000001,302.334361761834,889.2540350033757
Conventional,3.2000000000000006,3.2000000000000006,298.3292092416294,888.0469108827065
Conventional,3.2000000000000006,3.400000000000001,294.2171085826433,886.9005204375402
Conventional,3.2000000000000006,3.600000000000001,290.5498039173239,885.8878023452784
Conventional,3.2000000000000006,3.800000000000001,287.2679314593259,884.9351885991789
Conventional,3.2000000000000006,4.000000000000002,284.3376886073128,884.3880278872755
Conventional,3.2000000000000006,4.200000000000001,281.88921393453705,883.2514796110148
Conventional,3.2000000000000006,4.400000000000002,279.66424332356576,882.4905999174772
Conventional,3.2000000000000006,4.600000000000001,277.6739261707521,881.6923760537261
Conventional,3.2000000000000006,4.800000000000002,275.5746720842034,880.4895595695502
Conventional,3.2000000000000006,5.000000000000002,273.20560416368335,878.9507178048192
Conventional,3.400000000000001,0.4,281.9788452005491,894.4141704469077
Conventional,3.400000000000001,0.6000000000000001,284.75792771613146,893.795559495479
Conventional,3.400000000000001,0.8000000000000002,286.6062334481837,893.3534606542132
Conventional,3.400000000000001,1.0000000000000002,287.30196967992833,893.1770184108581
Conventional,3.400000000000001,1.2000000000000002,292.8029213168239,893.6861977975182
Conventional,3.400000000000001,1.4000000000000004,295.6923986274203,894.515384930749
