m1,m2,Volume,Entropy
6.5,9.0,168.86711371127748,977.9539898871257
6.5,9.5,168.14331940456424,977.1994232680347
6.5,10.0,167.38891458510724,976.4312968270266
6.5,10.5,166.60825233663115,975.6530533702968
6.5,11.0,165.8051886071214,974.867527294262
6.5,11.5,164.9831425595353,974.0770580609181
6.5,12.0,164.14514927805965,973.283580433505
6.5,12.5,163.2939057334915,972.4886962975233
6.5,13.0,162.4318108434666,971.6937318307554
6.5,13.5,161.5610003848193,970.8997844731051
6.5,14.0,160.68337743379544,970.1077593936851
6.5,14.5,159.8006389301672,969.3184017637861
6.5,15.0,158.91429888653224,968.5323223531453
6.5,15.5,158.02570869584787,967.7500191728386
6.5,16.0,157.13607492916037,966.9718939030124
6.5,16.5,156.24647496157945,966.1982681388995
6.5,17.0,155.357870717445,965.4293944404558
6.5,17.5,154.47112078479103,964.6654681107905
6.5,18.0,153.58699111398357,963.906635840255
6.5,18.5,152.7061644851502,963.1530022121129
6.5,19.0,151.8292489030805,962.4046378974006
6.5,19.5,150.9567850560988,961.6615846016524
6.5,20.0,150.08925295644696,960.9238587233731
7.0,0.5,161.916489125312,978.1982899197315
7.0,1.0,163.20887435174495,981.2806709663231
7.0,1.5,164.32346462637057,983.6614847342164
7.0,2.0,165.22156915008293,985.3740249633885
7.0,2.5,165.91439168477095,986.552621452564
7.0,3.0,166.42268122207702,987.3183460121217
7.0,3.5,166.7670264533371,987.7651493081196
7.0,4.0,166.96602527297156,987.9641107686583
7.0,4.5,167.03619498017662,987.9691013999396
7.0,5.0,166.99220081413796,987.8212921442633
7.0,5.5,166.84709350009794,987.5524388976238
7.0,6.0,166.61250563068864,987.1872554812888
7.0,6.5,166.29881169271144,986.7451362368225
7.0,7.0,165.91526309595406,986.2414233514187
7.0,7.5,165.4701063978577,985.6883433525859
7.0,8.0,164.97068933451055,985.0957087928991
7.0,8.5,164.42355694439857,984.4714474778881
7.0,9.0,163.83453886468465,983.822002242226
7.0,9.5,163.20882837007915,983.1526390637571
7.0,10.0,162.5510535771249,982.4676824941788
7.0,10.5,161.8653412456999,981.7707017475165
7.0,11.0,161.15537366491398,981.0646498545854
7.0,11.5,160.42443916182802,980.3519802914044
7.0,12.0,159.6754768004335,979.6347353043087
7.0,12.5,158.91111584271542,978.9146172489486
7.0,13.0,158.1337105275155,978.1930472599731
7.0,13.5,157.34537069225559,977.4712112940426
7.0,14.0,156.5479887230077,976.7500988968193
7.0,14.5,155.74326327443413,976.030533226336
7.0,15.0,154.93272015610071,975.3131984696724
7.0,15.5,154.1177307378161,974.5986608413388
7.0,16.0,153.29952818536782,973.88738522983
7.0,16.5,152.47922180007762,973.1797519846273
7.0,17.0,151.65780970129728,972.4760693407843
7.0,17.5,150.83619006037102,971.7765830811715
7.0,18.0,150.01517106753923,971.0814867939821
7.0,18.5,149.195479789523,970.3909287204724
7.0,19.0,148.3777700548003,969.7050189647632
7.0,19.5,147.56262948555997,969.0238349549973
7.0,20.0,146.75058577968227,968.3474265770305
7.5,0.5,156.57686654916876,982.4121948719151
7.5,1.0,157.79432713562505,985.3902816101415
7.5,1.5,158.86604804708054,987.7514236155173
7.5,2.0,159.74940758926047,989.4969238299124
7.5,2.5,160.44976339658592,990.7380460994372
7.5,3.0,160.98341933727536,991.582710851225
7.5,3.5,161.36758086987783,992.1172500025156
7.5,4.0,161.61812373861025,992.4081713961991
7.5,4.5,161.74929073026073,992.5065577298623
7.5,5.0,161.77381470643212,992.4518865631758
7.5,5.5,161.70309948032718,992.2749105955195
7.5,6.0,161.54737925899607,991.9997776927438
7.5,6.5,161.31584900142082,991.6455942200504
7.5,7.0,161.0167725241754,991.2275867399002
7.5,7.5,160.65757542394894,990.7579692121086
7.5,8.0,160.2449275239452,990.2466049770037
7.5,8.5,159.78481749113197,989.701504927622
7.5,9.0,159.28262097136633,989.1292133287566
7.5,9.5,158.74316290082393,988.5351053397985
7.5,10.0,158.1707743472693,987.9236149793126
7.5,10.5,157.56934413721558,987.2984182780752
