ThetaIncident,SineRatio,Power1,Power2,volume,analytical volume,measure
66,0.1,1,2,405,457.084571679227,33
66,0.1,2,0.5,425,436.302995645395,58
66,0.1,2,1,439,457.084571679227,50
66,0.1,2,2,446,474.275957705977,47
66,0.2,0.5,0.5,382,450.874183477064,33
66,0.2,0.5,1,375,466.210040057916,23
66,0.2,0.5,2,380,436.302995645395,14
66,0.2,1,0.5,439,466.210040057916,55
66,0.2,1,1,433,480.932462375535,44
66,0.2,1,2,413,457.084571679227,34
66,0.2,2,0.5,425,436.302995645395,58
66,0.2,2,1,441,457.084571679227,51
66,0.2,2,2,452,474.275957705977,57
66,0.3,0.5,0.5,386,450.874183477064,33
66,0.3,0.5,1,382,466.210040057916,20
66,0.3,0.5,2,387,436.302995645395,14
66,0.3,1,0.5,440,466.210040057916,56
66,0.3,1,1,436,480.932462375535,47
66,0.3,1,2,418,457.084571679227,30
66,0.3,2,0.5,426,436.302995645395,58
66,0.3,2,1,442,457.084571679227,51
66,0.3,2,2,454,474.275957705977,60
66,0.4,0.5,0.5,394,450.874183477064,34
66,0.4,0.5,1,392,466.210040057916,24
66,0.4,0.5,2,393,436.302995645395,17
66,0.4,1,0.5,443,466.210040057916,56
66,0.4,1,1,442,480.932462375535,46
66,0.4,1,2,424,457.084571679227,36
66,0.4,2,0.5,426,436.302995645395,58
66,0.4,2,1,444,457.084571679227,51
66,0.4,2,2,457,474.275957705977,60
66,0.5,0.5,0.5,403,450.874183477064,34
66,0.5,0.5,1,405,466.210040057916,28
66,0.5,0.5,2,401,436.302995645395,22
66,0.5,1,0.5,446,466.210040057916,56
66,0.5,1,1,449,480.932462375535,60
66,0.5,1,2,431,457.084571679227,41
66,0.5,2,0.5,427,436.302995645395,58
66,0.5,2,1,446,457.084571679227,50
66,0.5,2,2,462,474.275957705977,51
66,0.6,0.5,0.5,413,450.874183477064,36
66,0.6,0.5,1,419,466.210040057916,35
66,0.6,0.5,2,410,436.302995645395,29
66,0.6,1,0.5,451,466.210040057916,57
66,0.6,1,1,458,480.932462375535,49
66,0.6,1,2,439,457.084571679227,35
66,0.6,2,0.5,428,436.302995645395,58
66,0.6,2,1,450,457.084571679227,50
66,0.6,2,2,468,474.275957705977,61
66,0.7,0.5,0.5,426,450.874183477064,40
66,0.7,0.5,1,435,466.210040057916,45
66,0.7,0.5,2,418,436.302995645395,26
66,0.7,1,0.5,457,466.210040057916,57
66,0.7,1,1,470,480.932462375535,59
66,0.7,1,2,449,457.084571679227,43
66,0.7,2,0.5,430,436.302995645395,58
66,0.7,2,1,456,457.084571679227,49
66,0.7,2,2,478,474.275957705977,47
66,0.8,0.5,0.5,440,450.874183477064,40
66,0.8,0.5,1,454,466.210040057916,47
66,0.8,0.5,2,427,436.302995645395,33
66,0.8,1,0.5,466,466.210040057916,58
66,0.8,1,1,488,480.932462375535,73
66,0.8,1,2,463,457.084571679227,50
66,0.8,2,0.5,434,436.302995645395,57
66,0.8,2,1,466,457.084571679227,48
66,0.8,2,2,496,474.275957705977,56
66,0.9,0.5,0.5,456,450.874183477064,43
66,0.9,0.5,1,474,466.210040057916,46
66,0.9,0.5,2,438,436.302995645395,42
66,0.9,1,0.5,478,466.210040057916,59
66,0.9,1,1,511,480.932462375535,79
66,0.9,1,2,482,457.084571679227,60
66,0.9,2,0.5,439,436.302995645395,57
66,0.9,2,1,482,457.084571679227,73
66,0.9,2,2,523,474.275957705977,57
66,1,0.5,0.5,438,445.307835532902,45
66,1,0.5,1,428,436.107260418586,57
66,1,0.5,2,410,418.369460296961,38
66,1,1,0.5,428,436.107260418586,57
66,1,1,1,417,425.516376175884,38
66,1,1,2,405,413.729218941095,37
ThetaIncident,SineRatio,Power1,Power2,volume,analytical volume,measure
0,0,0,0,267,267,0
72,0.1,0.5,0.5,379,450.874183477064,27
72,0.1,0.5,1,369,466.210040057916,28
72,0.1,0.5,2,371,436.302995645395,12
72,0.1,1,0.5,437,466.210040057916,58
72,0.1,1,1,428,480.932462375535,51
72,0.1,1,2,405,457.084571679227,28
72,0.1,2,0.5,425,436.302995645395,61
72,0.1,2,1,439,457.084571679227,53
72,0.1,2,2,446,474.275957705977,65
72,0.2,0.5,0.5,382,450.874183477064,27
72,0.2,0.5,1,375,466.210040057916,25
72,0.2,0.5,2,381,436.302995645395,16
72,0.2,1,0.5,438,466.210040057916,59
72,0.2,1,1,432,480.932462375535,51
72,0.2,1,2,413,457.084571679227,37
72,0.2,2,0.5,426,436.302995645395,61
72,0.2,2,1,441,457.084571679227,53
72,0.2,2,2,451,474.275957705977,66
72,0.3,0.5,0.5,387,450.874183477064,41
72,0.3,0.5,1,384,466.210040057916,26
72,0.3,0.5,2,388,436.302995645395,18
72,0.3,1,0.5,440,466.210040057916,59
72,0.3,1,1,437,480.932462375535,52
72,0.3,1,2,419,457.084571679227,39
72,0.3,2,0.5,426,436.302995645395,61
72,0.3,2,1,442,457.084571679227,53
72,0.3,2,2,454,474.275957705977,67
72,0.4,0.5,0.5,395,450.874183477064,41
72,0.4,0.5,1,394,466.210040057916,31
72,0.4,0.5,2,394,436.302995645395,23
72,0.4,1,0.5,443,466.210040057916,59
72,0.4,1,1,442,480.932462375535,53
72,0.4,1,2,424,457.084571679227,32
72,0.4,2,0.5,426,436.302995645395,61
72,0.4,2,1,443,457.084571679227,53
72,0.4,2,2,456,474.275957705977,68
72,0.5,0.5,0.5,404,450.874183477064,42
72,0.5,0.5,1,406,466.210040057916,38
72,0.5,0.5,2,401,436.302995645395,21
72,0.5,1,0.5,446,466.210040057916,60
72,0.5,1,1,448,480.932462375535,55
72,0.5,1,2,430,457.084571679227,39
72,0.5,2,0.5,427,436.302995645395,61
72,0.5,2,1,445,457.084571679227,53
72,0.5,2,2,459,474.275957705977,70
72,0.6,0.5,0.5,414,450.874183477064,44
72,0.6,0.5,1,420,466.210040057916,36
72,0.6,0.5,2,409,436.302995645395,30
72,0.6,1,0.5,450,466.210040057916,60
72,0.6,1,1,456,480.932462375535,55
72,0.6,1,2,436,457.084571679227,36
72,0.6,2,0.5,427,436.302995645395,61
72,0.6,2,1,447,457.084571679227,53
72,0.6,2,2,463,474.275957705977,69
72,0.7,0.5,0.5,426,450.874183477064,46
72,0.7,0.5,1,436,466.210040057916,50
72,0.7,0.5,2,418,436.302995645395,29
72,0.7,1,0.5,455,466.210040057916,61
72,0.7,1,1,467,480.932462375535,56
72,0.7,1,2,445,457.084571679227,48
72,0.7,2,0.5,429,436.302995645395,61
72,0.7,2,1,452,457.084571679227,52
72,0.7,2,2,471,474.275957705977,69
72,0.8,0.5,0.5,440,450.874183477064,55
72,0.8,0.5,1,454,466.210040057916,40
72,0.8,0.5,2,427,436.302995645395,46
72,0.8,1,0.5,463,466.210040057916,61
72,0.8,1,1,481,480.932462375535,57
72,0.8,1,2,457,457.084571679227,46
72,0.8,2,0.5,432,436.302995645395,60
72,0.8,2,1,459,457.084571679227,51
72,0.8,2,2,484,474.275957705977,68
72,0.9,0.5,0.5,455,450.874183477064,53
72,0.9,0.5,1,473,466.210040057916,71
72,0.9,0.5,2,437,436.302995645395,42
72,0.9,1,0.5,475,466.210040057916,62
72,0.9,1,1,505,480.932462375535,59
72,0.9,1,2,476,457.084571679227,59
72,0.9,2,0.5,437,436.302995645395,59
72,0.9,2,1,476,457.084571679227,77
72,0.9,2,2,512,474.275957705977,66
72,1,0.5,0.5,438,445.307835532902,72
72,1,0.5,1,428,436.107260418586,60
72,1,0.5,2,410,418.369460296961,39
72,1,1,0.5,428,436.107260418586,60
72,1,1,1,417,425.516376175884,62
72,1,1,2,406,413.729218941095,38
72,1,2,0.5,410,418.369460296961,39
72,1,2,1,406,413.729218941095,38
72,1,2,2,400,408.505535075638,35
81,0.1,0.5,0.5,376,450.874183477064,28
81,0.1,0.5,1,367,466.210040057916,23
81,0.1,0.5,2,372,436.302995645395,15
81,0.1,1,0.5,433,466.210040057916,69
81,0.1,1,1,425,480.932462375535,54
81,0.1,1,2,404,457.084571679227,34
81,0.1,2,0.5,421,436.302995645395,46
81,0.1,2,1,435,457.084571679227,63
81,0.1,2,2,443,474.275957705977,70
81,0.2,0.5,0.5,380,450.874183477064,29
81,0.2,0.5,1,375,466.210040057916,23
81,0.2,0.5,2,382,436.302995645395,16
81,0.2,1,0.5,434,466.210040057916,69
81,0.2,1,1,429,480.932462375535,53
81,0.2,1,2,413,457.084571679227,35
81,0.2,2,0.5,421,436.302995645395,47
81,0.2,2,1,437,457.084571679227,64
81,0.2,2,2,448,474.275957705977,69
81,0.3,0.5,0.5,386,450.874183477064,33
81,0.3,0.5,1,384,466.210040057916,35
81,0.3,0.5,2,389,436.302995645395,18
81,0.3,1,0.5,437,466.210040057916,70
81,0.3,1,1,435,480.932462375535,52
81,0.3,1,2,419,457.084571679227,36
81,0.3,2,0.5,422,436.302995645395,47
81,0.3,2,1,438,457.084571679227,65
81,0.3,2,2,452,474.275957705977,68
81,0.4,0.5,0.5,394,450.874183477064,31
81,0.4,0.5,1,395,466.210040057916,36
81,0.4,0.5,2,395,436.302995645395,27
81,0.4,1,0.5,439,466.210040057916,71
81,0.4,1,1,440,480.932462375535,52
81,0.4,1,2,424,457.084571679227,37
81,0.4,2,0.5,422,436.302995645395,47
81,0.4,2,1,439,457.084571679227,65
81,0.4,2,2,453,474.275957705977,68
81,0.5,0.5,0.5,403,450.874183477064,42
81,0.5,0.5,1,407,466.210040057916,38
81,0.5,0.5,2,403,436.302995645395,31
81,0.5,1,0.5,442,466.210040057916,71
81,0.5,1,1,446,480.932462375535,52
81,0.5,1,2,430,457.084571679227,38
81,0.5,2,0.5,423,436.302995645395,47
81,0.5,2,1,441,457.084571679227,66
81,0.5,2,2,456,474.275957705977,68
81,0.6,0.5,0.5,414,450.874183477064,50
81,0.6,0.5,1,422,466.210040057916,39
81,0.6,0.5,2,411,436.302995645395,32
81,0.6,1,0.5,446,466.210040057916,73
81,0.6,1,1,454,480.932462375535,58
81,0.6,1,2,436,457.084571679227,57
81,0.6,2,0.5,423,436.302995645395,48
81,0.6,2,1,443,457.084571679227,66
81,0.6,2,2,460,474.275957705977,74
81,0.7,0.5,0.5,426,450.874183477064,40
81,0.7,0.5,1,438,466.210040057916,45
81,0.7,0.5,2,420,436.302995645395,38
81,0.7,1,0.5,450,466.210040057916,74
81,0.7,1,1,462,480.932462375535,56
81,0.7,1,2,443,457.084571679227,63
81,0.7,2,0.5,424,436.302995645395,47
81,0.7,2,1,445,457.084571679227,65
81,0.7,2,2,463,474.275957705977,69
81,0.8,0.5,0.5,437,450.874183477064,52
81,0.8,0.5,1,451,466.210040057916,61
81,0.8,0.5,2,426,436.302995645395,35
81,0.8,1,0.5,455,466.210040057916,75
81,0.8,1,1,471,480.932462375535,81
81,0.8,1,2,449,457.084571679227,55
81,0.8,2,0.5,425,436.302995645395,47
81,0.8,2,1,449,457.084571679227,64
81,0.8,2,2,470,474.275957705977,63
81,0.9,0.5,0.5,449,450.874183477064,56
81,0.9,0.5,1,466,466.210040057916,69
81,0.9,0.5,2,433,436.302995645395,39
81,0.9,1,0.5,465,466.210040057916,76
81,0.9,1,1,489,480.932462375535,68
81,0.9,1,2,463,457.084571679227,57
81,0.9,2,0.5,430,436.302995645395,61
81,0.9,2,1,461,457.084571679227,62
81,0.9,2,2,490,474.275957705977,76
81,1,0.5,0.5,434,445.307835532902,56
81,1,0.5,1,424,436.107260418586,71
81,1,0.5,2,406,418.369460296961,47
81,1,1,0.5,424,436.107260418586,71
81,1,1,1,413,425.516376175884,48
81,1,1,2,402,413.729218941095,45
81,1,2,0.5,406,418.369460296961,47
81,1,2,1,402,413.729218941095,45
81,1,2,2,397,408.505535075638,41
90,0.1,0.5,0.5,370,450.874183477064,24
90,0.1,0.5,1,363,466.210040057916,23
90,0.1,0.5,2,370,436.302995645395,16
90,0.1,1,0.5,424,466.210040057916,62
90,0.1,1,1,416,480.932462375535,55
90,0.1,1,2,399,457.084571679227,34
90,0.1,2,0.5,416,436.302995645395,67
90,0.1,2,1,428,457.084571679227,58
90,0.1,2,2,434,474.275957705977,46
90,0.2,0.5,0.5,373,450.874183477064,38
90,0.2,0.5,1,371,466.210040057916,24
90,0.2,0.5,2,381,436.302995645395,18
90,0.2,1,0.5,426,466.210040057916,62
90,0.2,1,1,421,480.932462375535,55
90,0.2,1,2,408,457.084571679227,36
90,0.2,2,0.5,417,436.302995645395,67
90,0.2,2,1,430,457.084571679227,59
90,0.2,2,2,440,474.275957705977,47
90,0.3,0.5,0.5,380,450.874183477064,39
90,0.3,0.5,1,381,466.210040057916,26
90,0.3,0.5,2,388,436.302995645395,20
90,0.3,1,0.5,428,466.210040057916,63
90,0.3,1,1,427,480.932462375535,57
90,0.3,1,2,414,457.084571679227,39
90,0.3,2,0.5,418,436.302995645395,68
90,0.3,2,1,432,457.084571679227,60
90,0.3,2,2,444,474.275957705977,49
90,0.4,0.5,0.5,389,450.874183477064,40
90,0.4,0.5,1,393,466.210040057916,28
90,0.4,0.5,2,396,436.302995645395,24
90,0.4,1,0.5,432,466.210040057916,65
90,0.4,1,1,434,480.932462375535,59
90,0.4,1,2,421,457.084571679227,43
90,0.4,2,0.5,418,436.302995645395,58
90,0.4,2,1,434,457.084571679227,61
90,0.4,2,2,448,474.275957705977,51
90,0.5,0.5,0.5,399,450.874183477064,42
90,0.5,0.5,1,406,466.210040057916,31
90,0.5,0.5,2,403,436.302995645395,27
90,0.5,1,0.5,436,466.210040057916,66
90,0.5,1,1,442,480.932462375535,63
90,0.5,1,2,428,457.084571679227,48
90,0.5,2,0.5,419,436.302995645395,59
90,0.5,2,1,437,457.084571679227,63
90,0.5,2,2,453,474.275957705977,54
90,0.6,0.5,0.5,411,450.874183477064,44
90,0.6,0.5,1,422,466.210040057916,51
90,0.6,0.5,2,412,436.302995645395,30
90,0.6,1,0.5,441,466.210040057916,68
90,0.6,1,1,451,480.932462375535,67
90,0.6,1,2,436,457.084571679227,52
90,0.6,2,0.5,420,436.302995645395,59
90,0.6,2,1,440,457.084571679227,65
90,0.6,2,2,458,474.275957705977,57
90,0.7,0.5,0.5,422,450.874183477064,47
90,0.7,0.5,1,436,466.210040057916,56
90,0.7,0.5,2,420,436.302995645395,33
90,0.7,1,0.5,444,466.210040057916,70
90,0.7,1,1,458,480.932462375535,70
90,0.7,1,2,441,457.084571679227,56
90,0.7,2,0.5,421,436.302995645395,66
90,0.7,2,1,441,457.084571679227,66
90,0.7,2,2,460,474.275957705977,83
90,0.8,0.5,0.5,433,450.874183477064,51
90,0.8,0.5,1,451,466.210040057916,61
90,0.8,0.5,2,427,436.302995645395,52
90,0.8,1,0.5,448,466.210040057916,72
90,0.8,1,1,466,480.932462375535,73
90,0.8,1,2,448,457.084571679227,56
90,0.8,2,0.5,422,436.302995645395,71
90,0.8,2,1,444,457.084571679227,65
90,0.8,2,2,465,474.275957705977,89
90,0.9,0.5,0.5,440,450.874183477064,54
90,0.9,0.5,1,460,466.210040057916,67
90,0.9,0.5,2,430,436.302995645395,59
90,0.9,1,0.5,452,466.210040057916,73
90,0.9,1,1,474,480.932462375535,74
90,0.9,1,2,453,457.084571679227,57
90,0.9,2,0.5,423,436.302995645395,70
90,0.9,2,1,448,457.084571679227,63
90,0.9,2,2,471,474.275957705977,84
90,1,0.5,0.5,426,445.307835532902,51
90,1,0.5,1,419,436.107260418586,65
90,1,0.5,2,404,418.369460296961,44
90,1,1,0.5,419,436.107260418586,65
90,1,1,1,410,425.516376175884,44
90,1,1,2,400,413.729218941095,42
90,1,2,0.5,404,418.369460296961,44
90,1,2,1,400,413.729218941095,42
90,1,2,2,396,408.505535075638,38
